"VGC id","Name","Platform","Notes","Cart","Box","Manual","Other","Purchased Price","Purchased Date","Added"
"14286","NBA All-Star Challenge 2","Game Boy [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:49:52"
"9157","NBA Jam","Super Nintendo [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-27 21:33:11"
"2481","NBA Live 2003","GameCube [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:17:16"
"15558","Neutopia II","TurboGrafx-16 [NA]","100","Yes","No","No","No","0.00","1993-01-01","2015-10-06 23:53:17"
"33974","New Super Mario Bros. U","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:53:02"
"5345","New Super Mario Bros. Wii","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:41:23"
"835","NFL 2K2","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:41:27"
"31303","Ni no Kuni: Wrath of the White Witch","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:16:00"
"59756","Nickelodeon Dance","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:27:15"
"56250","Nicktoons MLB","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-26 20:42:01"
"25553","Nicktoons: Attack of the Toybots","Wii [NA]","","Yes","Yes","No","No","0.00","0000-00-00","2017-02-19 17:38:19"
"10950","Night Creatures","TurboGrafx-16 [NA]","50","Yes","Yes","Yes","No","0.00","1994-01-01","2015-10-07 00:46:03"
"9462","Night Trap","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:59"
"8051","NiGHTS Into Dreams... (3D Control Pad Inside)","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:15:55"
"15187","NiGHTS: Journey of Dreams","Wii [NA]","","No","No","No","No","","0000-00-00","2017-01-28 20:43:21"
"9143","Ninja Gaiden","Nintendo Entertainment System [US]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:36:11"
"11577","Ninja Gaiden Sigma","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:21:32"
"15488","Ninja Spirit","TurboGrafx-16 [NA]","80","Yes","No","Yes","No","0.00","1992-01-01","2015-10-06 23:53:17"
"3271","Nintendogs: Lab & Friends","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:42:01"
"11103","Odin Sphere","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:54:03"
"132317","Ōkami HD","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-11-11 23:11:19"
"16428","One-On-One Basketball","Atari 7800 [NA]","","No","No","No","No","","0000-00-00","2015-10-11 23:07:13"
"1972","Onimusha 2: Samurai's Destiny","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:52:07"
"15561","Ordyne","TurboGrafx-16 [NA]","","Yes","Yes","Yes","Yes","30.00","0000-00-00","2018-01-16 13:14:09"
"1554","Orphen: Scion of Sorcery","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:52:21"
"856","Outlaw Golf","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:41:59"
"15695","OutRun","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:43:50"
"92411","OutRun 2","Xbox [NA]","","No","No","No","No","","0000-00-00","2016-12-12 01:19:59"
"10943","Pac-Land","TurboGrafx-16 [NA]","22","Yes","Yes","Yes","No","18.95","2016-03-05","2016-03-08 07:22:40"
"860","Pac-Man World 2","Xbox [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:18:24"
"7254","Pac-Man World: 20th Anniversary","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:11:19"
"619","Panzer Dragoon Orta","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:42:48"
"8058","Panzer Dragoon Saga","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:15:55"
"99662","Paper Mario: Color Splash","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:46:17"
"32546","Paper Mario: Sticker Star","Nintendo 3DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:55:05"
"12147","Paperboy 2","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2016-01-13 09:00:30"
"19328","PaRappa The Rapper","PlayStation Portable [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:25:11"
"7262","Parasite Eve","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:17:03"
"7263","Parasite Eve II","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:17:03"
"10834","Parasol Stars: The Story of Bubble Bobble III","TurboGrafx-16 [NA]","None","Yes","No","Yes","No","0.00","0000-00-00","2018-03-31 19:47:50"
"15704","Pele's Soccer","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 22:33:52"
"8299","Pen Pen TriIcelon","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:02:36"
"27063","Persona 4 Arena","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-04 15:05:49"
"75994","Persona 4 Arena","PlayStation Network (PS3) [NA]","","Yes","Yes","Yes","Yes","10.00","2017-09-09","2018-03-04 15:05:12"
"7268","Persona: Revelations","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:17:54"
"5346","Phantasy Star 0","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:45:11"
"9584","Phantasy Star II","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:44:02"
"9585","Phantasy Star III: Generations of Doom","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:44:02"
"8300","Phantasy Star Online","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:02:36"
"11123","Phoenix Wright: Ace Attorney - Justice For All","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:35:03"
"2501","Pikmin","GameCube [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:05:58"
"40333","Pikmin 3","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:45:20"
"5857","Pinball (3 screw cartridge)","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:30:34"
"621","Pirates: The Legend of Black Kat","Xbox [NA]","None","Yes","Yes","Yes","No","0.00","0000-00-00","2015-11-03 00:55:13"
"7280","Pitfall 3D: Beyond the Jungle","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 17:21:12"
"9467","Pitfall: The Mayan Adventure","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:07:39"
"9213","Pitfall!","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 22:34:31"
"85638","Plants vs Zombies: Garden Warfare 2","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:36:42"
"30526","PlayStation All-Stars Battle Royale","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:30:22"
"11186","PocketBike Racer","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-03 09:20:23"
"17213","Pokémon Mystery Dungeon: Explorers of Darkness","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:48:41"
"40260","Pokémon Mystery Dungeon: Gates to Infinity","Nintendo 3DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:59:50"
"48624","Pokémon Y","Nintendo 3DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:59:23"
"107075","Pokkén Tournament","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:46:38"
"21567","Pole Position II (picture label)","Atari 7800 [NA]","","No","No","No","No","","0000-00-00","2015-10-11 23:07:32"
"9468","Popful Mail: Magical Fantasy Adventure","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:07:39"
"17391","PoPoLoCrois","PlayStation Portable [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:04:32"
"12168","Populous","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2017-01-27 21:32:44"
"16082","Populous DS","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:40:01"
"10827","Power Golf","TurboGrafx-16 [NA]","new","Yes","Yes","Yes","Yes","30.00","0000-00-00","2017-07-25 00:24:26"
"10827","Power Golf","TurboGrafx-16 [NA]","None","Yes","Yes","Yes","No","11.99","0000-00-00","2016-03-08 19:01:02"
"4860","Power Stone","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:02:36"
"4861","Power Stone 2","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:02:36"
"4855","Prince of Persia","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:26:24"
"12177","Prince of Persia","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:43:50"
"9471","Prince of Persia","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:07:39"
"4855","Prince of Persia","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:25:13"
"6064","Pro Wrestling (3 screw cartridge)","Nintendo Entertainment System [US]","","Yes","No","No","No","0.00","0000-00-00","2016-01-21 11:07:31"
"870","Psi-Ops: The Mindgate Conspiracy","Xbox [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 16:43:04"
"10784","Punch-Out!!","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:37:00"
"3121","Puyo Pop","Game Boy Advance [NA]","","No","No","No","No","","0000-00-00","2015-11-02 23:52:03"
"76646","Puzzle & Dragons Z + Puzzle & Dragons Super Mario Bros. Edition","Nintendo 3DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 13:02:11"
"17515","Q*bert","Atari 5200 [NA]","","No","No","No","No","","0000-00-00","2018-03-04 15:11:57"
"17516","Qix","Atari 5200 [NA]","","No","No","No","No","","0000-00-00","2017-07-25 00:25:14"
"5119","Quake","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:54:59"
"5121","Quest 64","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:42:43"
"10836","R-Type","TurboGrafx-16 [NA]","","No","No","No","No","","0000-00-00","2018-10-15 19:26:30"
"24722","Rabbids: Alive & Kicking","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:26:38"
"26077","Rabbids: Travel in Time 3D","Nintendo 3DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:58:38"
"36784","Ragnarok Odyssey","PlayStation Vita [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"5310","Raiden III","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"11649","Raiders of the Lost Ark","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 22:34:51"
"15891","Rampage: Total Destruction","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:39:57"
"13057","Ranma ½: Akanekodan Teki Hihou","Super Famicom [JP]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-10-08 21:04:31"
"12187","Ranma ½: Hard Battle","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:56:10"
"24020","Ratchet & Clank Collection","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-04 15:06:51"
"11580","Ratchet & Clank Future: A Crack in Time","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:32:24"
"36378","Ratchet & Clank: Full Frontal Assault","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:32:45"
"1979","Ratchet & Clank: Up Your Arsenal","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-31 20:15:45"
"8068","Rayman","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:19:43"
"14968","Rayman 3D","Nintendo 3DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:54:07"
"18214","Rayman Raving Rabbids 2 (art disc) [CA]","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:38:56"
"7394","Rayman Rush","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 16:38:00"
"74882","Ready 2 Rumble Boxing - Sega All Stars","Sega Dreamcast [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-31 20:12:28"
"15367","RealSports Baseball (Gray Label)","Atari 2600 (VCS) [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-27 21:30:48"
"8319","Record of Lodoss War","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:03:21"
"22572","Red Bull BC One","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:31:41"
"13350","Red Dead Redemption","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:19:40"
"1980","Red Faction","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:51:19"
"7408","Reloaded","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 17:22:21"
"10422","Ren & Stimpy Show Presents Stimpy's Invention, The","Sega Genesis [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-04-28 15:59:41"
"2178","Resident Evil","GameCube [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:09:45"
"8322","Resident Evil 2","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:17:05"
"4891","Resident Evil 4","GameCube [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:11:05"
"2887","Revenge of Shinobi, The","Game Boy Advance [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-02 23:51:15"
"1981","Rez","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:51:43"
"112309","Rez Infinite","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"14963","Ridge Racer 3D","Nintendo 3DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:54:20"
"12200","Rise of the Robots","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:50:11"
"9482","Road Avenger","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:07:39"
"10431","Road Rash","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:45:08"
"8073","Road Rash","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:19:28"
"10432","Road Rash II","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2016-01-13 11:13:03"
"10432","Road Rash II","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2016-02-28 20:25:34"
"42786","Robotech: Battlecry - Collector's Edition","Xbox [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-02-20 12:18:20"
"882","Robotech: Invasion","Xbox [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:29:16"
"17007","Robotron: 2084","Atari 7800 [NA]","","No","No","No","No","","0000-00-00","2015-10-11 23:07:57"
"1732","Robots","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:51:30"
"5667","Rygar (3 screw cartridge)","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 09:39:10"
"1137","Rygar: The Legendary Adventure","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:51:09"
"9335","S.T.U.N. Runner","Atari Lynx [NA]","","Yes","No","No","No","0.00","0000-00-00","2017-03-19 20:24:47"
"7475","SaGa Frontier","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 17:12:17"
"14748","Saints Row 2","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:21:15"
"17307","Sam & Max: Season One","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:52:50"
"8328","Samba de Amigo","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:03:21"
"10963","Samba de Amigo","Wii [NA]","","No","No","No","No","","0000-00-00","2017-01-28 20:47:18"
"10963","Samba de Amigo","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:53:10"
"8077","Saturn Bomberman","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:16:14"
"26089","Scooby-Doo! Unmasked","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:39:33"
"41538","Scribblenauts Unlimited","Wii U [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:45:02"
"8330","Seaman","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:03:21"
"11657","Seaquest","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 22:36:02"
"136336","Secret of Mana","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"8507","Secret of Monkey Island, The","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-02 23:32:26"
"9486","Secret of Monkey Island, The","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:07:39"
"1572","Sega Classics Collection","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:54:55"
"144424","Sega Genesis Classics","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-11-11 23:10:21"
"8336","Sega Smash Pack Volume 1","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:26:35"
"61977","Sega Super Stars Tennis","Xbox 360 [AU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:14:47"
"10737","Sega Superstars Tennis","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:20:34"
"24131","Sega Superstars Tennis / Xbox Live Arcade Compilation","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 18:55:02"
"143223","Senko No Ronde 2","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-11-11 23:07:23"
"24205","Sesame Street: Once Upon A Monster","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:23:36"
"5145","Shadowgate 64: Trials of the Four Towers","Nintendo 64 [NA]","","Yes","No","Yes","Yes","0.00","0000-00-00","2018-11-12 10:38:07"
"2008","Shaun Palmer's Pro Snowboarder","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:50:47"
"4862","Shenmue","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:03:52"
"142632","Shenmue I & II","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"142632","Shenmue I & II","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"361","Shenmue II","Xbox [NA]","None","Yes","Yes","Yes","No","0.00","0000-00-00","2016-12-12 01:19:12"
"9492","Sherlock Holmes: Consulting Detective / Sega Classics Arcade Collection","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:07:39"
"10459","Shining Force (670-3198 cart)","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:46:08"
"9494","Shining Force CD","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:08:35"
"10460","Shining Force II","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:46:08"
"8087","Shining Force III","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:16:56"
"10458","Shining in the Darkness","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:46:08"
"142784","Shining Resonance Refrain - Draconic Launch Edition","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"8088","Shining the Holy Ark","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:16:56"
"8089","Shining Wisdom","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:16:56"
"1207","Shinobi","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:50:13"
"8090","Shinobi Legions","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:16:56"
"2011","Shrek 2","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:28:15"
"10828","Side Arms","TurboGrafx-16 [NA]","None","Yes","Yes","Yes","No","0.00","0000-00-00","2017-06-25 01:24:59"
"6043","Side Pocket","Nintendo Entertainment System [US]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:34:56"
"15564","Silent Debuggers","TurboGrafx-16 [NA]","50","Yes","Yes","Yes","Yes","22.00","2016-03-02","2016-03-08 07:23:57"
"7507","Silent Hill","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:20:10"
"460","Silent Hill 2: Restless Dreams","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:53:55"
"2014","Silent Scope","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:54:47"
"5959","Silent Service","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2018-04-19 08:44:45"
"9495","Silpheed","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:08:35"
"23926","SimCity Creator","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:52:38"
"23926","SimCity Creator","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:35:18"
"25981","Simpsons Game, The","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:39:09"
"2241","Simpsons, The: Hit & Run","GameCube [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:07:40"
"22694","Sims 2, The","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:55:40"
"15155","Sin & Punishment: Star Successor","Wii [NA]","","No","No","No","No","","0000-00-00","2017-01-28 20:48:05"
"10985","Sinistron","TurboGrafx-16 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-31 19:49:44"
"143557","Siralim","PlayStation Vita [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"147216","Siralim","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"9637","Skies of Arcadia","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:03:52"
"9203","Skiing (Picture Label)","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 22:36:34"
"114094","Skullgirls 2nd Encore","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-11-11 23:10:51"
"15352","Sky Jinks","Atari 2600 (VCS) [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-27 21:30:04"
"39276","Sly Cooper: Thieves in Time","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:33:18"
"86535","Snoopy's Grand Adventure","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 18:52:21"
"9498","Sol-Feace","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:08:35"
"43418","Sonic & All-Stars Racing Transformed","Wii U [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:47:08"
"8097","Sonic 3D Blast","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:16:56"
"8347","Sonic Adventure","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:03:52"
"8348","Sonic Adventure 2","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:03:52"
"18209","Sonic and the Black Knight","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-12 10:48:08"
"68615","Sonic Boom: Rise of Lyric","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:49:01"
"9499","Sonic CD","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:08:35"
"41605","Sonic Chaos","Sega Game Gear [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:33:11"
"17143","Sonic Classic Collection","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:45:30"
"23922","Sonic Colors","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:46:10"
"25914","Sonic Free Riders","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:27:26"
"8098","Sonic Jam","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:16:56"
"1260","Sonic Mega Collection Plus","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 18:52:52"
"2869","Sonic Pinball Party","Game Boy Advance [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-02 23:48:25"
"3258","Sonic Rush","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:45:30"
"8349","Sonic Shuffle","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:10:46"
"15567","Sonic Spike","TurboGrafx-16 [NA]","35","Yes","Yes","Yes","Yes","13.99","2016-03-03","2016-03-05 21:47:43"
"15567","Sonic Spike","TurboGrafx-16 [NA]","","Yes","Yes","Yes","Yes","18.98","0000-00-00","2018-03-15 21:09:40"
"8885","Sonic the Hedgehog","Sega Game Gear [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:39:31"
"71","Sonic the Hedgehog","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:31:44"
"9242","Sonic the Hedgehog 2","Sega Genesis [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-10-06 23:32:21"
"9242","Sonic the Hedgehog 2","Sega Genesis [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-10-06 23:32:25"
